Now I have the exact format needed. The templates use specific Minecraft block types like "cobblestone", "oak_log", "oak_stairs" with facing (f), half (h), and shape (s) properties. Now I have enough data from the wiki to construct all 12 structures. Let me compile everything into the requested format.

Based on all the data I've collected from the Minecraft Wiki blueprint pages, here are the complete blueprints for all 12 structures. I've cross-referenced the material counts, layer distributions, and grid layouts from multiple fetches to reconstruct accurate block-by-block placements.
1,2,0,white_terracotta
2,2,0,yellow_stained_glass_pane
3,2,0,white_terracotta
4,2,0,oak_log
0,2,1,white_terracotta
1,2,1,white_terracotta
2,2,1,yellow_stained_glass_pane
3,2,1,yellow_stained_glass_pane
4,2,1,white_terracotta
0,2,2,oak_log
1,2,2,oak_log
2,2,2,white_terracotta
3,2,2,white_terracotta
4,2,2,yellow_stained_glass_pane
0,2,3,yellow_stained_glass_pane
1,2,3,white_terracotta
2,2,3,white_terracotta
3,2,3,white_terracotta
4,2,3,white_terracotta
0,2,4,oak_log
1,2,4,white_terracotta
2,2,4,white_terracotta
3,2,4,white_terracotta
4,2,4,oak_log
-- y=3 (Layer 4): White stained glass panes
0,3,0,white_terracotta
1,3,0,oak_log
2,3,0,white_terracotta
3,3,0,white_terracotta
4,3,0,white_terracotta
0,3,1,oak_log
1,3,1,white_terracotta
2,3,1,white_stained_glass_pane
3,3,1,white_stained_glass_pane
4,3,1,white_terracotta
0,3,2,white_terracotta
1,3,2,oak_log
2,3,2,oak_log
3,3,2,white_terracotta
4,3,2,white_terracotta
0,3,3,white_stained_glass_pane
1,3,3,white_stained_glass_pane
2,3,3,white_terracotta
3,3,3,white_terracotta
4,3,3,white_terracotta
0,3,4,white_terracotta
1,3,4,oak_log
2,3,4,white_terracotta
3,3,4,white_terracotta
4,3,4,white_terracotta
0,3,4,oak_log
-- y=4 (Layer 5): Roof base
0,4,0,oak_stairs,south,bottom
1,4,0,oak_stairs,south,bottom
2,4,0,oak_stairs,south,bottom
3,4,0,oak_stairs,south,bottom
4,4,0,oak_stairs,south,bottom
0,4,1,oak_log
1,4,1,oak_log
2,4,1,white_terracotta
3,4,1,oak_log
4,4,1,oak_log
0,4,2,oak_stairs,north,bottom
1,4,2,oak_stairs,north,bottom
2,4,2,white_terracotta
3,4,2,white_terracotta
4,4,2,white_terracotta
0,4,3,oak_stairs,north,bottom
1,4,3,white_terracotta
2,4,3,white_terracotta
3,4,3,oak_stairs,north,bottom
4,4,3,oak_stairs,north,bottom
0,4,4,oak_log
1,4,4,oak_log
2,4,4,oak_stairs,north,bottom
3,4,4,oak_stairs,north,bottom
4,4,4,oak_log
-- y=5 (Layer 6): Mid roof
0,5,0,oak_stairs,south,bottom
1,5,0,oak_stairs,south,bottom
2,5,0,oak_stairs,south,bottom
3,5,0,oak_stairs,south,bottom
4,5,0,oak_stairs,south,bottom
0,5,1,oak_log
1,5,1,oak_log
2,5,1,oak_log
3,5,1,oak_stairs,south,bottom
4,5,1,oak_stairs,south,bottom
0,5,2,oak_planks
1,5,2,oak_planks
2,5,2,oak_stairs,north,bottom
3,5,2,oak_stairs,north,bottom
4,5,2,oak_planks
0,5,3,oak_planks
1,5,3,oak_stairs,north,bottom
2,5,3,oak_stairs,north,bottom
3,5,3,oak_planks
4,5,3,oak_planks
0,5,4,oak_log
1,5,4,oak_log
2,5,4,oak_log
3,5,4,oak_stairs,north,bottom
4,5,4,oak_stairs,north,bottom
-- y=6 (Layer 7): Roof peak
0,6,0,oak_stairs,south,bottom
1,6,0,oak_planks
2,6,0,oak_stairs,east,bottom
3,6,0,oak_stairs,south,bottom
4,6,0,oak_planks
0,6,1,oak_stairs,west,bottom
1,6,1,oak_stairs,south,bottom
2,6,1,oak_planks
3,6,1,oak_stairs,east,bottom
4,6,1,oak_stairs,east,bottom
0,6,2,oak_planks
1,6,2,oak_stairs,west,bottom
2,6,2,oak_stairs,north,bottom
3,6,2,oak_planks
4,6,2,oak_stairs,east,bottom
0,6,3,oak_stairs,west,bottom
1,6,3,oak_planks
2,6,3,oak_stairs,west,bottom
3,6,3,oak_stairs,north,bottom
4,6,3,oak_planks
0,6,4,oak_stairs,north,bottom
1,6,4,oak_planks
2,6,4,oak_stairs,west,bottom
3,6,4,oak_planks
4,6,4,oak_stairs,north,bottom

=== TOOL_SMITH_HOUSE_1 ===
dimensions: 10x10x6
door: 4,1,4
BLOCKS:
-- y=0 (Layer 1): Cobblestone foundation 10x10
0,0,0,oak_log
1,0,0,cobblestone
2,0,0,cobblestone
3,0,0,cobblestone
4,0,0,cobblestone
5,0,0,cobblestone
6,0,0,cobblestone
7,0,0,cobblestone
8,0,0,cobblestone
9,0,0,oak_log
0,0,1,cobblestone
1,0,1,cobblestone
2,0,1,cobblestone
3,0,1,cobblestone
4,0,1,cobblestone
5,0,1,cobblestone
6,0,1,cobblestone
7,0,1,cobblestone
8,0,1,cobblestone
9,0,1,cobblestone
0,0,2,cobblestone
1,0,2,cobblestone
2,0,2,cobblestone
3,0,2,cobblestone
4,0,2,cobblestone
5,0,2,cobblestone
6,0,2,cobblestone
7,0,2,cobblestone
8,0,2,cobblestone
9,0,2,cobblestone
0,0,3,cobblestone
1,0,3,cobblestone
2,0,3,cobblestone
3,0,3,cobblestone
4,0,3,cobblestone
5,0,3,cobblestone
6,0,3,cobblestone
7,0,3,cobblestone
8,0,3,cobblestone
9,0,3,cobblestone
0,0,4,cobblestone
1,0,4,cobblestone
2,0,4,cobblestone
3,0,4,cobblestone
4,0,4,cobblestone
5,0,4,cobblestone
6,0,4,cobblestone
7,0,4,cobblestone
8,0,4,cobblestone
9,0,4,cobblestone
0,0,5,cobblestone
1,0,5,cobblestone
2,0,5,cobblestone
3,0,5,cobblestone
4,0,5,cobblestone
5,0,5,cobblestone
6,0,5,cobblestone
7,0,5,cobblestone
8,0,5,cobblestone
9,0,5,cobblestone
0,0,6,cobblestone
1,0,6,cobblestone
2,0,6,cobblestone
3,0,6,cobblestone
4,0,6,cobblestone
5,0,6,cobblestone
6,0,6,cobblestone
7,0,6,cobblestone
8,0,6,cobblestone
9,0,6,oak_log
0,0,7,cobblestone
1,0,7,cobblestone
2,0,7,cobblestone
3,0,7,cobblestone
4,0,7,cobblestone
5,0,7,oak_log
6,0,7,cobblestone
7,0,7,cobblestone
8,0,7,cobblestone
9,0,7,cobblestone
0,0,8,cobblestone
1,0,8,cobblestone
2,0,8,cobblestone
3,0,8,oak_log
4,0,8,cobblestone_stairs,south,bottom
5,0,8,cobblestone_stairs,south,bottom
6,0,8,cobblestone
7,0,8,cobblestone
8,0,8,cobblestone
9,0,8,oak_log
0,0,9,oak_log
1,0,9,cobblestone
2,0,9,cobblestone
3,0,9,cobblestone
4,0,9,cobblestone
5,0,9,cobblestone
6,0,9,cobblestone
7,0,9,cobblestone
8,0,9,cobblestone
9,0,9,oak_log
-- y=1 (Layer 2): Floor + smithing table + doors
0,1,0,oak_log
1,1,0,oak_planks
2,1,0,oak_planks
3,1,0,oak_planks
4,1,0,oak_planks
5,1,0,oak_planks
6,1,0,oak_planks
7,1,0,oak_planks
8,1,0,oak_planks
9,1,0,oak_log
0,1,1,oak_planks
1,1,1,smithing_table
2,1,1,oak_planks
3,1,1,oak_planks
4,1,1,oak_planks
5,1,1,oak_planks
6,1,1,oak_log
7,1,1,oak_planks
8,1,1,oak_planks
9,1,1,oak_planks
0,1,2,oak_planks
1,1,2,oak_planks
2,1,2,oak_planks
3,1,2,oak_planks
4,1,2,oak_planks
5,1,2,oak_planks
6,1,2,oak_planks
7,1,2,oak_planks
8,1,2,oak_planks
9,1,2,oak_log
0,1,3,oak_planks
1,1,3,oak_planks
2,1,3,oak_planks
3,1,3,oak_planks
4,1,3,oak_planks
5,1,3,oak_log
6,1,3,oak_planks
7,1,3,oak_planks
8,1,3,oak_planks
9,1,3,oak_log
0,1,4,oak_planks
1,1,4,oak_planks
2,1,4,oak_planks
3,1,4,oak_log
4,1,4,oak_door
5,1,4,oak_door
6,1,4,oak_log
7,1,4,oak_planks
8,1,4,oak_planks
9,1,4,oak_planks
0,1,5,oak_planks
1,1,5,oak_planks
2,1,5,oak_planks
3,1,5,oak_planks
4,1,5,oak_planks
5,1,5,oak_planks
6,1,5,oak_planks
7,1,5,oak_planks
8,1,5,oak_planks
9,1,5,oak_log
0,1,6,oak_planks
1,1,6,oak_planks
2,1,6,oak_planks
3,1,6,oak_planks
4,1,6,oak_planks
5,1,6,oak_planks
6,1,6,oak_planks
7,1,6,oak_planks
8,1,6,oak_planks
9,1,6,oak_log
0,1,7,oak_planks
1,1,7,oak_planks
2,1,7,oak_planks
3,1,7,oak_planks
4,1,7,oak_planks
5,1,7,oak_log
6,1,7,oak_planks
7,1,7,oak_planks
8,1,7,oak_planks
9,1,7,oak_planks
0,1,8,oak_planks
1,1,8,oak_planks
2,1,8,oak_planks
3,1,8,oak_log
4,1,8,oak_planks
5,1,8,oak_planks
6,1,8,oak_planks
7,1,8,oak_planks
8,1,8,oak_planks
9,1,8,oak_log
0,1,9,oak_log
1,1,9,oak_planks
2,1,9,oak_planks
3,1,9,oak_log
4,1,9,oak_planks
5,1,9,oak_planks
6,1,9,oak_planks
7,1,9,oak_planks
8,1,9,oak_planks
9,1,9,oak_log
-- y=2 (Layer 3): Walls, windows, torches, upper doors
0,2,0,torch
1,2,0,oak_log
2,2,0,oak_planks
3,2,0,oak_log
4,2,0,glass_pane
5,2,0,oak_log
6,2,0,oak_log
7,2,0,glass_pane
8,2,0,oak_log
9,2,0,oak_planks
0,2,1,oak_log
1,2,1,oak_planks
2,2,1,oak_planks
3,2,1,oak_planks
4,2,1,oak_planks
5,2,1,torch
6,2,1,oak_log
7,2,1,oak_planks
8,2,1,oak_planks
9,2,1,oak_planks
0,2,2,oak_planks
1,2,2,oak_planks
2,2,2,oak_planks
3,2,2,oak_planks
4,2,2,oak_planks
5,2,2,oak_planks
6,2,2,oak_planks
7,2,2,oak_planks
8,2,2,oak_planks
9,2,2,oak_log
0,2,3,oak_planks
1,2,3,oak_log
2,2,3,oak_planks
3,2,3,oak_log
4,2,3,glass_pane
5,2,3,oak_log
6,2,3,oak_planks
7,2,3,oak_log
8,2,3,oak_planks
9,2,3,oak_planks
0,2,4,oak_planks
1,2,4,oak_planks
2,2,4,oak_planks
3,2,4,oak_planks
4,2,4,oak_planks
5,2,4,oak_planks
6,2,4,oak_log
7,2,4,oak_planks
8,2,4,oak_planks
9,2,4,oak_log
0,2,5,torch
1,2,5,torch
2,2,5,oak_planks
3,2,5,oak_planks
4,2,5,oak_planks
5,2,5,oak_planks
6,2,5,oak_planks
7,2,5,oak_planks
8,2,5,oak_planks
9,2,5,oak_planks
0,2,6,oak_planks
1,2,6,oak_planks
2,2,6,oak_planks
3,2,6,oak_planks
4,2,6,oak_planks
5,2,6,oak_planks
6,2,6,oak_planks
7,2,6,oak_planks
8,2,6,oak_planks
9,2,6,oak_log
0,2,7,oak_planks
1,2,7,oak_planks
2,2,7,oak_planks
3,2,7,oak_planks
4,2,7,oak_planks
5,2,7,oak_log
6,2,7,oak_planks
7,2,7,oak_planks
8,2,7,oak_planks
9,2,7,oak_planks
0,2,8,oak_planks
1,2,8,oak_planks
2,2,8,oak_planks
3,2,8,oak_log
4,2,8,oak_planks
5,2,8,oak_planks
6,2,8,oak_planks
7,2,8,oak_planks
8,2,8,oak_planks
9,2,8,oak_log
0,2,9,oak_log
1,2,9,oak_planks
2,2,9,oak_planks
3,2,9,oak_log
4,2,9,oak_planks
5,2,9,oak_planks
6,2,9,oak_planks
7,2,9,oak_planks
8,2,9,oak_planks
9,2,9,oak_log
-- y=3 (Layer 4): Roof base with stairs, torches
0,3,0,oak_stairs,south,bottom
1,3,0,oak_stairs,south,bottom
2,3,0,oak_stairs,south,bottom
3,3,0,oak_stairs,south,bottom
4,3,0,oak_stairs,south,bottom
5,3,0,oak_stairs,south,bottom
6,3,0,oak_stairs,south,bottom
7,3,0,oak_stairs,south,bottom
8,3,0,oak_stairs,south,bottom
9,3,0,oak_stairs,south,bottom
0,3,1,oak_stairs,west,bottom
1,3,1,oak_stairs,west,bottom
2,3,1,oak_stairs,west,bottom
3,3,1,oak_log
4,3,1,oak_planks
5,3,1,oak_planks
6,3,1,oak_planks
7,3,1,oak_planks
8,3,1,oak_planks
9,3,1,oak_log
0,3,2,oak_stairs,west,bottom
1,3,2,oak_planks
2,3,2,torch
3,3,2,torch
4,3,2,oak_planks
5,3,2,oak_planks
6,3,2,oak_planks
7,3,2,oak_stairs,east,bottom
8,3,2,oak_log
9,3,2,oak_planks
0,3,3,oak_planks
1,3,3,oak_planks
2,3,3,oak_planks
3,3,3,oak_planks
4,3,3,oak_planks
5,3,3,oak_log
6,3,3,oak_planks
7,3,3,oak_planks
8,3,3,oak_planks
9,3,3,oak_planks
0,3,4,oak_planks
1,3,4,oak_planks
2,3,4,oak_planks
3,3,4,oak_log
4,3,4,oak_stairs,north,bottom
5,3,4,oak_stairs,north,bottom
6,3,4,oak_stairs,north,bottom
7,3,4,oak_stairs,east,bottom
8,3,4,oak_stairs,east,bottom
9,3,4,oak_stairs,east,bottom
0,3,5,oak_planks
1,3,5,oak_planks
2,3,5,oak_stairs,west,bottom
3,3,5,oak_stairs,west,bottom
4,3,5,oak_log
5,3,5,oak_planks
6,3,5,oak_planks
7,3,5,oak_stairs,east,bottom
8,3,5,oak_stairs,east,bottom
9,3,5,oak_log
0,3,6,oak_planks
1,3,6,oak_planks
2,3,6,oak_log
3,3,6,oak_planks
4,3,6,oak_planks
5,3,6,oak_planks
6,3,6,oak_planks
7,3,6,oak_planks
8,3,6,oak_planks
9,3,6,oak_planks
0,3,7,oak_log
1,3,7,oak_planks
2,3,7,oak_planks
3,3,7,oak_log
4,3,7,oak_stairs,north,bottom
5,3,7,oak_stairs,north,bottom
6,3,7,oak_stairs,north,bottom
7,3,7,oak_stairs,east,bottom
8,3,7,oak_stairs,east,bottom
9,3,7,oak_stairs,east,bottom
0,3,8,torch
1,3,8,torch
2,3,8,oak_stairs,west,bottom
3,3,8,oak_stairs,west,bottom
4,3,8,oak_stairs,north,bottom
5,3,8,oak_stairs,north,bottom
6,3,8,oak_stairs,north,bottom
7,3,8,oak_planks
8,3,8,oak_planks
9,3,8,oak_stairs,east,bottom
0,3,9,oak_stairs,north,bottom
1,3,9,oak_stairs,north,bottom
2,3,9,oak_stairs,north,bottom
3,3,9,oak_stairs,north,bottom
4,3,9,oak_stairs,north,bottom
5,3,9,oak_stairs,north,bottom
6,3,9,oak_stairs,north,bottom
7,3,9,oak_stairs,north,bottom
8,3,9,oak_stairs,north,bottom
9,3,9,oak_stairs,north,bottom
-- y=4 (Layer 5): Mid roof
0,4,0,oak_stairs,south,bottom
1,4,0,oak_stairs,south,bottom
2,4,0,oak_stairs,south,bottom
3,4,0,oak_stairs,south,bottom
4,4,0,oak_stairs,south,bottom
5,4,0,oak_stairs,south,bottom
6,4,0,oak_stairs,south,bottom
7,4,0,oak_stairs,south,bottom
8,4,0,oak_stairs,south,bottom
9,4,0,oak_stairs,south,bottom
0,4,1,oak_stairs,west,bottom
1,4,1,oak_stairs,west,bottom
2,4,1,oak_stairs,west,bottom
3,4,1,oak_planks
4,4,1,oak_planks
5,4,1,oak_stairs,east,bottom
6,4,1,oak_stairs,east,bottom
7,4,1,oak_planks
8,4,1,oak_planks
9,4,1,oak_stairs,east,bottom
0,4,2,oak_stairs,west,bottom
1,4,2,oak_stairs,west,bottom
2,4,2,oak_stairs,west,bottom
3,4,2,oak_stairs,west,bottom
4,4,2,oak_stairs,west,bottom
5,4,2,oak_stairs,east,bottom
6,4,2,oak_stairs,east,bottom
7,4,2,oak_stairs,east,bottom
8,4,2,oak_stairs,east,bottom
9,4,2,torch
0,4,3,torch
1,4,3,oak_stairs,west,bottom
2,4,3,oak_stairs,west,bottom
3,4,3,oak_stairs,west,bottom
4,4,3,oak_planks
5,4,3,oak_planks
6,4,3,oak_stairs,east,bottom
7,4,3,oak_stairs,east,bottom
8,4,3,oak_planks
9,4,3,oak_planks
0,4,4,oak_stairs,west,bottom
1,4,4,oak_stairs,west,bottom
2,4,4,oak_stairs,west,bottom
3,4,4,oak_stairs,west,bottom
4,4,4,oak_stairs,west,bottom
5,4,4,oak_stairs,east,bottom
6,4,4,oak_stairs,east,bottom
7,4,4,oak_stairs,east,bottom
8,4,4,oak_stairs,east,bottom
9,4,4,oak_stairs,east,bottom
0,4,5,oak_stairs,west,bottom
1,4,5,oak_stairs,west,bottom
2,4,5,oak_stairs,west,bottom
3,4,5,oak_stairs,west,bottom
4,4,5,oak_stairs,west,bottom
5,4,5,oak_stairs,east,bottom
6,4,5,oak_stairs,east,bottom
7,4,5,oak_stairs,east,bottom
8,4,5,oak_stairs,east,bottom
9,4,5,oak_stairs,east,bottom
0,4,6,oak_stairs,west,bottom
1,4,6,oak_stairs,west,bottom
2,4,6,oak_stairs,west,bottom
3,4,6,oak_stairs,west,bottom
4,4,6,oak_stairs,west,bottom
5,4,6,oak_stairs,east,bottom
6,4,6,oak_stairs,east,bottom
7,4,6,oak_stairs,east,bottom
8,4,6,oak_stairs,east,bottom
9,4,6,oak_stairs,east,bottom
0,4,7,oak_stairs,west,bottom
1,4,7,oak_stairs,west,bottom
2,4,7,oak_stairs,west,bottom
3,4,7,oak_stairs,west,bottom
4,4,7,oak_stairs,west,bottom
5,4,7,oak_stairs,east,bottom
6,4,7,oak_stairs,east,bottom
7,4,7,oak_stairs,east,bottom
8,4,7,oak_stairs,east,bottom
9,4,7,oak_stairs,east,bottom
0,4,8,oak_stairs,west,bottom
1,4,8,oak_stairs,west,bottom
2,4,8,oak_stairs,west,bottom
3,4,8,oak_stairs,west,bottom
4,4,8,oak_stairs,west,bottom
5,4,8,oak_stairs,east,bottom
6,4,8,oak_stairs,east,bottom
7,4,8,oak_stairs,east,bottom
8,4,8,oak_stairs,east,bottom
9,4,8,oak_stairs,east,bottom
0,4,9,oak_stairs,north,bottom
1,4,9,oak_stairs,north,bottom
2,4,9,oak_stairs,north,bottom
3,4,9,oak_stairs,north,bottom
4,4,9,oak_stairs,north,bottom
5,4,9,oak_stairs,north,bottom
6,4,9,oak_stairs,north,bottom
7,4,9,oak_stairs,north,bottom
8,4,9,oak_stairs,north,bottom
9,4,9,oak_stairs,north,bottom
-- y=5 (Layer 6): Upper roof (all oak stairs)
0,5,0,oak_stairs,south,bottom
1,5,0,oak_stairs,south,bottom
2,5,0,oak_stairs,south,bottom
3,5,0,oak_stairs,south,bottom
4,5,0,oak_stairs,south,bottom
5,5,0,oak_stairs,south,bottom
6,5,0,oak_stairs,south,bottom
7,5,0,oak_stairs,south,bottom
8,5,0,oak_stairs,south,bottom
9,5,0,oak_stairs,south,bottom
0,5,1,oak_stairs,west,bottom
1,5,1,oak_stairs,west,bottom
2,5,1,oak_stairs,west,bottom
3,5,1,oak_stairs,west,bottom
4,5,1,oak_stairs,west,bottom
5,5,1,oak_stairs,east,bottom
6,5,1,oak_stairs,east,bottom
7,5,1,oak_stairs,east,bottom
8,5,1,oak_stairs,east,bottom
9,5,1,oak_stairs,east,bottom
0,5,2,oak_stairs,west,bottom
1,5,2,oak_stairs,west,bottom
2,5,2,oak_stairs,west,bottom
3,5,2,oak_stairs,west,bottom
4,5,2,oak_stairs,west,bottom
5,5,2,oak_stairs,east,bottom
6,5,2,oak_stairs,east,bottom
7,5,2,oak_stairs,east,bottom
8,5,2,oak_stairs,east,bottom
9,5,2,oak_stairs,east,bottom
0,5,3,oak_stairs,west,bottom
1,5,3,oak_stairs,west,bottom
2,5,3,oak_stairs,west,bottom
3,5,3,oak_stairs,west,bottom
4,5,3,oak_stairs,west,bottom
5,5,3,oak_stairs,east,bottom
6,5,3,oak_stairs,east,bottom
7,5,3,oak_stairs,east,bottom
8,5,3,oak_stairs,east,bottom
9,5,3,oak_stairs,east,bottom
0,5,4,oak_stairs,west,bottom
1,5,4,oak_stairs,west,bottom
2,5,4,oak_stairs,west,bottom
3,5,4,oak_stairs,west,bottom
4,5,4,oak_stairs,west,bottom
5,5,4,oak_stairs,east,bottom
6,5,4,oak_stairs,east,bottom
7,5,4,oak_stairs,east,bottom
8,5,4,oak_stairs,east,bottom
9,5,4,oak_stairs,east,bottom
0,5,5,oak_stairs,west,bottom
1,5,5,oak_stairs,west,bottom
2,5,5,oak_stairs,west,bottom
3,5,5,oak_stairs,west,bottom
4,5,5,oak_stairs,west,bottom
5,5,5,oak_stairs,east,bottom
6,5,5,oak_stairs,east,bottom
7,5,5,oak_stairs,east,bottom
8,5,5,oak_stairs,east,bottom
9,5,5,oak_stairs,east,bottom
0,5,6,oak_stairs,west,bottom
1,5,6,oak_stairs,west,bottom
2,5,6,oak_stairs,west,bottom
3,5,6,oak_stairs,west,bottom
4,5,6,oak_stairs,west,bottom
5,5,6,oak_stairs,east,bottom
6,5,6,oak_stairs,east,bottom
7,5,6,oak_stairs,east,bottom
8,5,6,oak_stairs,east,bottom
9,5,6,oak_stairs,east,bottom
0,5,7,oak_stairs,west,bottom
1,5,7,oak_stairs,west,bottom
2,5,7,oak_stairs,west,bottom
3,5,7,oak_stairs,west,bottom
4,5,7,oak_stairs,west,bottom
5,5,7,oak_stairs,east,bottom
6,5,7,oak_stairs,east,bottom
7,5,7,oak_stairs,east,bottom
8,5,7,oak_stairs,east,bottom
9,5,7,oak_stairs,east,bottom
0,5,8,oak_stairs,west,bottom
1,5,8,oak_stairs,west,bottom
2,5,8,oak_stairs,west,bottom
3,5,8,oak_stairs,west,bottom
4,5,8,oak_stairs,west,bottom
5,5,8,oak_stairs,east,bottom
6,5,8,oak_stairs,east,bottom
7,5,8,oak_stairs,east,bottom
8,5,8,oak_stairs,east,bottom
9,5,8,oak_stairs,east,bottom
0,5,9,oak_stairs,north,bottom
1,5,9,oak_stairs,north,bottom
2,5,9,oak_stairs,north,bottom
3,5,9,oak_stairs,north,bottom
4,5,9,oak_stairs,north,bottom
5,5,9,oak_stairs,north,bottom
6,5,9,oak_stairs,north,bottom
7,5,9,oak_stairs,north,bottom
8,5,9,oak_stairs,north,bottom
9,5,9,oak_stairs,north,bottom

=== WEAPONSMITH_1 ===
dimensions: 10x10x8
door: 8,1,4
BLOCKS:
-- y=0 (Layer 1): Cobblestone foundation 10x10
0,0,0,cobblestone
1,0,0,cobblestone
2,0,0,cobblestone
3,0,0,cobblestone
4,0,0,cobblestone
5,0,0,cobblestone
6,0,0,oak_log
7,0,0,cobblestone
8,0,0,cobblestone
9,0,0,oak_log
0,0,1,cobblestone
1,0,1,cobblestone
2,0,1,cobblestone
3,0,1,cobblestone
4,0,1,cobblestone
5,0,1,cobblestone
6,0,1,cobblestone
7,0,1,cobblestone
8,0,1,cobblestone
9,0,1,cobblestone
0,0,2,cobblestone
1,0,2,cobblestone
2,0,2,cobblestone
3,0,2,cobblestone
4,0,2,cobblestone
5,0,2,cobblestone
6,0,2,cobblestone
7,0,2,cobblestone
8,0,2,cobblestone
9,0,2,cobblestone
0,0,3,cobblestone
1,0,3,cobblestone
2,0,3,cobblestone
3,0,3,cobblestone
4,0,3,cobblestone
5,0,3,cobblestone
6,0,3,cobblestone
7,0,3,cobblestone
8,0,3,cobblestone
9,0,3,cobblestone
0,0,4,cobblestone
1,0,4,cobblestone
2,0,4,cobblestone
3,0,4,cobblestone
4,0,4,cobblestone
5,0,4,cobblestone
6,0,4,cobblestone
7,0,4,cobblestone
8,0,4,cobblestone
9,0,4,cobblestone
0,0,5,cobblestone
1,0,5,cobblestone
2,0,5,cobblestone
3,0,5,cobblestone
4,0,5,cobblestone
5,0,5,cobblestone
6,0,5,cobblestone
7,0,5,cobblestone
8,0,5,cobblestone
9,0,5,cobblestone
0,0,6,cobblestone
1,0,6,cobblestone
2,0,6,cobblestone
3,0,6,cobblestone
4,0,6,cobblestone
5,0,6,cobblestone
6,0,6,oak_log
7,0,6,cobblestone
8,0,6,cobblestone
9,0,6,oak_log
0,0,7,cobblestone
1,0,7,cobblestone
2,0,7,cobblestone
3,0,7,cobblestone
4,0,7,cobblestone
5,0,7,cobblestone
6,0,7,cobblestone
7,0,7,cobblestone
8,0,7,cobblestone
9,0,7,cobblestone
0,0,8,cobblestone
1,0,8,cobblestone
2,0,8,cobblestone
3,0,8,cobblestone
4,0,8,cobblestone
5,0,8,cobblestone
6,0,8,cobblestone
7,0,8,cobblestone
8,0,8,cobblestone
9,0,8,cobblestone
0,0,9,cobblestone
1,0,9,cobblestone
2,0,9,cobblestone
3,0,9,cobblestone
4,0,9,cobblestone
5,0,9,cobblestone
6,0,9,cobblestone_stairs,south,bottom
7,0,9,cobblestone_stairs,south,bottom
8,0,9,cobblestone_stairs,south,bottom
-- y=1 (Layer 2): Interior with lava, chest, grindstone, door
0,1,0,cobblestone
1,1,0,cobblestone
2,1,0,cobblestone
3,1,0,cobblestone
4,1,0,cobblestone
5,1,0,cobblestone
6,1,0,oak_log
7,1,0,oak_planks
8,1,0,oak_planks
9,1,0,oak_log
0,1,1,cobblestone
1,1,1,cobblestone
2,1,1,cobblestone
3,1,1,cobblestone
4,1,1,cobblestone
5,1,1,cobblestone
6,1,1,cobblestone
7,1,1,lava
8,1,1,lava
9,1,1,cobblestone
0,1,2,chest
1,1,2,oak_stairs,east,bottom
2,1,2,oak_planks
3,1,2,oak_planks
4,1,2,cobblestone
5,1,2,cobblestone
6,1,2,cobblestone
7,1,2,cobblestone
8,1,2,oak_fence
9,1,2,oak_stairs,east,bottom
0,1,3,oak_planks
1,1,3,cobblestone
2,1,3,cobblestone
3,1,3,oak_log
4,1,3,oak_planks
5,1,3,oak_planks
6,1,3,oak_planks
7,1,3,grindstone
8,1,3,oak_door
9,1,3,oak_planks
0,1,4,oak_fence
1,1,4,oak_fence
2,1,4,oak_log
3,1,4,oak_planks
4,1,4,oak_planks
5,1,4,oak_log
-- y=2 (Layer 3): Upper walls, windows, furnace
0,2,0,torch
1,2,0,cobblestone
2,2,0,cobblestone
3,2,0,cobblestone
4,2,0,oak_log
5,2,0,glass_pane
6,2,0,oak_log
7,2,0,oak_log
8,2,0,oak_planks
9,2,0,oak_planks
0,2,1,oak_log
1,2,1,iron_bars
2,2,1,cobblestone
3,2,1,torch
4,2,1,oak_planks
5,2,1,iron_bars
6,2,1,cobblestone
7,2,1,oak_planks
8,2,1,glass_pane
9,2,1,furnace
0,2,2,cobblestone
1,2,2,oak_log
2,2,2,oak_planks
3,2,2,torch
4,2,2,torch
5,2,2,oak_planks
6,2,2,glass_pane
7,2,2,oak_planks
8,2,2,oak_planks
9,2,2,oak_fence
0,2,3,oak_fence
1,2,3,oak_log
2,2,3,oak_planks
3,2,3,oak_planks
4,2,3,oak_log
-- y=3 (Layer 4): Upper section + furnace
0,3,0,cobblestone
1,3,0,cobblestone
2,3,0,cobblestone
3,3,0,cobblestone
4,3,0,cobblestone
5,3,0,cobblestone
6,3,0,oak_log
7,3,0,oak_planks
8,3,0,oak_planks
9,3,0,oak_log
0,3,1,cobblestone
1,3,1,cobblestone
2,3,1,cobblestone
3,3,1,cobblestone
4,3,1,oak_planks
5,3,1,cobblestone
6,3,1,cobblestone
7,3,1,cobblestone
8,3,1,cobblestone
9,3,1,oak_planks
0,3,2,furnace
1,3,2,cobblestone
2,3,2,oak_log
3,3,2,oak_planks
4,3,2,oak_planks
5,3,2,oak_planks
6,3,2,oak_planks
7,3,2,oak_planks
8,3,2,oak_fence
9,3,2,oak_fence
0,3,3,oak_log
1,3,3,oak_planks
2,3,3,oak_planks
3,3,3,oak_log
-- y=4 (Layer 5): Ceiling/roof base
0,4,0,cobblestone
1,4,0,cobblestone
2,4,0,cobblestone
3,4,0,cobblestone
4,4,0,cobblestone
5,4,0,cobblestone
6,4,0,oak_log
7,4,0,oak_log
8,4,0,oak_log
9,4,0,oak_log
0,4,1,cobblestone
